timestamp,ticker,mae,mse,r2
2025-08-11 13:35:28.094814,AAPL,4.235549940132727,61.90316012513565,0.9805161538790172
2025-08-11 13:35:28.101928,MSFT,10.75704083896741,195.51541214271347,0.9695076778564709
2025-08-11 13:35:28.107701,NVO,3.2493996761037747,17.518270658524607,0.9822344884018349
2025-08-11 13:35:28.113169,UNH,20.66919549471304,790.512606332032,0.8820678380234156
2025-08-11 13:35:28.118659,MRNA,14.821859506920129,422.8441678665441,0.939937831767372
2025-08-11 13:35:28.124218,PLTR,3.102705046111825,20.64182694992977,0.9759729751158313
2025-08-11 13:35:28.129669,CRWD,21.30248338483268,671.1941970191765,0.9262865884179121
2025-08-11 13:35:28.135071,DDOG,8.615091664882462,115.46810032745987,0.8347334913797454
2025-08-11 13:35:28.140649,TSLA,28.73902173762985,1370.4314052557113,0.7144901850005427
2025-08-11 13:35:28.146131,GOOG,5.297454490922491,49.35549819574428,0.9505112674116124
